,Answer,Link,Title
4055,"Update July 2016The easiest way to use batch normalization in TensorFlow is through the higher-level interfaces provided in eithercontrib/layers,tflearn, orslim.",/questions/33949786/how-could-i-use-batch-normalization-in-tensorflow,How could I use batch normalization in TensorFlow?
4056,What you want is called multi-label classification. Scikits-learn can do that. See here:http://scikit-learn.org/dev/modules/multiclass.html.,/questions/10526579/use-scikit-learn-to-classify-into-multiple-categories,Use scikit-learn to classify into multiple categories
4057,"As of 2017, an easy method to achieve this is the following:",/questions/130763/request-uac-elevation-from-within-a-python-script,Request UAC elevation from within a Python script?
4058,You can usegridspecto control the spacing between axes. There's moreinformationhere.,/questions/20057260/how-to-remove-gaps-between-subplots-in-matplotlib,How to remove gaps between subplots in matplotlib?
4059,You should be able to modifyos.environ.,/questions/1681208/python-platform-independent-way-to-modify-path-environment-variable,Python: Platform independent way to modify PATH environment variable
4060,The Pythonic approach would be to useany():,/questions/19714041/does-python-have-a-cleaner-way-to-express-if-x-contains-abcd,Does Python have a cleaner way to express “if x contains a|b|c|d…”? [duplicate]
4061,"You should write the pickled data with a lower protocol number in Python 3. Python 3 introduced a new protocol with the number3(and uses it as default), so switch back to a value of2which can be read by Python 2.",/questions/25843698/valueerror-unsupported-pickle-protocol-3-python2-pickle-can-not-load-the-file,"ValueError: unsupported pickle protocol: 3, python2 pickle can not load the file dumped by python 3 pickle?"
4062,Thelogging.getLogger()is already a singleton.  (Documentation),/questions/7173033/duplicate-log-output-when-using-python-logging-module,Duplicate log output when using Python logging module
4063,"Those whitespaces can really be a bother:-(.  Tryos.chdir('C:/Documents\ and\ Settings/')followed by relative paths foros.system,subprocessmethods, or whatever...",/questions/1811691/running-an-outside-program-executable-in-python,Running an outside program (executable) in Python?
4064,NA,/questions/4803999/how-to-convert-a-file-into-a-dictionary,How to convert a file into a dictionary?
4065,"Negative numbers mean that you count from the right instead of the left. So,list[-1]refers to the last element,list[-2]is the second-last, and so on.",/questions/11367902/negative-list-index,Negative list index? [duplicate]
4066,There are a few possible ways to do this:,/questions/3144089/expand-python-search-path-to-other-source,Expand Python Search Path to Other Source
4067,Use a list instead of a generator when:,/questions/245792/when-is-not-a-good-time-to-use-python-generators,When is not a good time to use python generators?
4068,TheHTTPErroris a file-like object.  You can catch it and thenreadits contents.,/questions/2233687/overriding-urllib2-httperror-or-urllib-error-httperror-and-reading-response-html,Overriding urllib2.HTTPError or urllib.error.HTTPError and reading response HTML anyway
4069,What about max(),/questions/3090175/python-find-the-greatest-number-in-a-list-of-numbers,Python - Find the greatest number in a list of numbers
4070,"When you know you'll want the full list of items constructed (for instance, for passing to a function that would modify that list in-place). Or when you want to force the arguments you're passing tozip()to be completely evaluated at that specific point.",/questions/4989763/when-is-it-better-to-use-zip-instead-of-izip,When is it better to use zip instead of izip?
4071,You can delete individual names withdel:,/questions/26545051/is-there-a-way-to-delete-created-variables-functions-etc-from-the-memory-of-th,"Is there a way to delete created variables, functions, etc from the memory of the interpreter?"
4072,"I have created a Flask boilerplate project called ""Fbone"", please feel free to check it out and fork :)",/questions/9395587/how-to-organize-a-relatively-large-flask-application,How to organize a relatively large Flask application?
4073,Settingstdoutis a reasonable way to do it.  Another is to run it as another process:,/questions/5136611/capture-stdout-from-a-script-in-python,Capture stdout from a script in Python
4074,I think @Evert has the right answer:,/questions/20130227/matplotlib-connect-scatterplot-points-with-line-python,Matplotlib connect scatterplot points with line - Python
4075,I did it withpythonbrewon my Ubuntu 10.10 machine.,/questions/5233536/python-2-7-on-ubuntu,Python 2.7 on Ubuntu
4076,"If you want to do this permanently, you need to create your own FileStorage class",/questions/8332443/set-djangos-filefield-to-an-existing-file,Set Django's FileField to an existing file
4077,"It's not a matter of one being better than the other, it's a matter of choosing the appropriate tool for the job.",/questions/2385855/which-is-best-in-python-urllib2-pycurl-or-mechanize,"Which is best in Python: urllib2, PycURL or mechanize?"
4078,"The solution was simple and uncovered in the comments. As addressed in this question,Form sending error, Flask, and pointed out bySean Vieira,",/questions/14105452/what-is-the-cause-of-the-bad-request-error-when-submitting-form-in-flask-applica,What is the cause of the Bad Request Error when submitting form in Flask application?
4079,"Yes, that's right.  Guidorejected the ideafor a built-in prod() function because he thought it was rarely needed.",/questions/7948291/is-there-a-built-in-product-in-python,Is there a built-in product() in Python? [duplicate]
4080,"The dtype object comes from NumPy, it describes the type of element in a ndarray. Every element in a ndarray must has the same size in byte. For int64 and float64, they are 8 bytes. But for strings, the length of the string is not fixed. So instead of save the bytes of strings in the ndarray directly, Pandas use object ndarray, which save pointers to objects, because of this the dtype of this kind ndarray is object.",/questions/21018654/strings-in-a-dataframe-but-dtype-is-object,"Strings in a DataFrame, but dtype is object"
4081,"The simplest thing to do here would be to adduse_reloader=Falseto your call toapp.run- that is:app.run(debug=True, use_reloader=False)",/questions/9449101/how-to-stop-flask-from-initialising-twice-in-debug-mode,How to stop Flask from initialising twice in Debug Mode? [duplicate]
4082,Read more about re module here:http://docs.python.org/library/re.html,/questions/1415924/how-can-i-obtain-pattern-string-from-compiled-regexp-pattern-in-python,how can i obtain pattern string from compiled regexp pattern in python
4083,Having had this problem and found two definitive solutions for it I thought it worth posting another answer.,/questions/3346124/how-do-i-force-django-to-ignore-any-caches-and-reload-data,How do I force Django to ignore any caches and reload data?
4084,"Hashingis the process of converting some large amount of data into a much smaller amount (typically a single integer) in a repeatable way so that it can be looked up in a table in constant-time (O(1)), which is important for high-performance algorithms and data structures.",/questions/2671376/hashable-immutable,"Hashable, immutable"
4085,Simply do:,/questions/22691010/how-to-print-a-groupby-object,How to print a groupby object
4086,"I had the same problem. When I upgraded python3 through Homebrew, I started getting this:",/questions/22255579/homebrew-brew-doctor-warning-about-library-frameworks-python-framework-even-wi,"Homebrew brew doctor warning about /Library/Frameworks/Python.framework, even with brew's Python installed"
4087,Pylint often chatters on about stuff it shouldn't. You can disable the warning in a .pylintrc file.,/questions/3569134/why-doesnt-pylint-like-built-in-functions,Why doesn't Pylint like built-in functions?
